"recording_id","recording_title","recording_alternate_titles","recording_artist_credit","recording_artist_ids","isrc","duration_iso8601","duration_ms","release_id","release_title","release_artist_credit","upc","release_date","release_status","track_number","record_label","musicbrainz_release_id","reference_urls"
"https://aliktarraf.com/#catalog-trk-0078","EAGLES NOT CROWS","[]","Alik Tarraf","[""https://aliktarraf.com/#alik-tarraf""]","QZZ7L2526027","PT5M38.96S","338960","https://aliktarraf.com/#catalog-sng-033-digital-release","EAGLES NOT CROWS","Alik Tarraf","199732029332","2025-08-25","Published","1","TARRAF PRODUCTIONS","","[""https://music.apple.com/ua/album/eagles-not-crows/1835767850?i=1835767851""]"
"https://aliktarraf.com/#catalog-trk-0079","Качели (EMO Version)","[""Kacheli (EMO Version)""]","Alik Tarraf","[""https://aliktarraf.com/#alik-tarraf""]","QZZ792534374","PT5M22.96S","322960","https://aliktarraf.com/#catalog-sng-034-digital-release","Качели (EMO Version)","Alik Tarraf","199326044208","2025-08-25","Published","1","TARRAF PRODUCTIONS","","[""https://music.apple.com/ua/album/kacheli-emo-version/1835132296?i=1835132297""]"
"https://aliktarraf.com/#catalog-trk-0080","GOOD AND EVIL","[]","Alik Tarraf","[""https://aliktarraf.com/#alik-tarraf""]","QZZ7L2573240","PT4M58.003S","298003","https://aliktarraf.com/#catalog-sng-035-digital-release","GOOD AND EVIL","Alik Tarraf","199733796899","2025-08-26","Published","1","TARRAF PRODUCTIONS","","[""https://music.apple.com/ua/album/good-and-evil/1835938056?i=1835938057""]"
"https://aliktarraf.com/#catalog-trk-0081","ГІМН УКРАЇНИ","[]","Alik Tarraf","[""https://aliktarraf.com/#alik-tarraf""]","QZZ7L2537421","PT4M32.68S","272680","https://aliktarraf.com/#catalog-sng-036-digital-release","ГІМН УКРАЇНИ","Alik Tarraf","199733968067","2025-08-26","Published","1","TARRAF PRODUCTIONS","","[""https://music.apple.com/ua/album/%D0%B3%D1%96%D0%BC%D0%BD-%D1%83%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D0%B8/1835888091?i=1835888092""]"
"https://aliktarraf.com/#catalog-trk-0082","Why Why","[]","Alik Tarraf","[""https://aliktarraf.com/#alik-tarraf""]","QZZ7M2502769","PT5M1.92S","301920","https://aliktarraf.com/#catalog-sng-037-digital-release","Why Why","Alik Tarraf","199733643162","2025-08-27","Published","1","TARRAF PRODUCTIONS","","[""https://music.apple.com/ua/album/why-why/1836083504?i=1836083505""]"
"https://aliktarraf.com/#catalog-trk-0083","PARADOX","[]","Alik Tarraf","[""https://aliktarraf.com/#alik-tarraf""]","QZZ7N2505349","PT4M56.32S","296320","https://aliktarraf.com/#catalog-sng-038-digital-release","PARADOX","Alik Tarraf","199733143686","2025-08-29","Published","1","TARRAF PRODUCTIONS","","[""https://music.apple.com/ua/album/paradox/1836571026?i=1836571027""]"
"https://aliktarraf.com/#catalog-trk-0084","Не Умоляй","[""No Forgiveness (Не Умоляй)""]","Alik Tarraf","[""https://aliktarraf.com/#alik-tarraf""]","QZZ7N2502093","PT5M45.04S","345040","https://aliktarraf.com/#catalog-sng-039-digital-release","Не Умоляй","Alik Tarraf","199733158727","2025-08-29","Published","1","TARRAF PRODUCTIONS","","[""https://music.apple.com/ua/album/no-forgiveness-%D0%BD%D0%B5-%D1%83%D0%BC%D0%BE%D0%BB%D1%8F%D0%B9/1836564222?i=1836564223""]"
"https://aliktarraf.com/#catalog-trk-0085","FORGET ME","[]","Alik Tarraf","[""https://aliktarraf.com/#alik-tarraf""]","QZZ7Q2500446","PT5M19.4S","319400","https://aliktarraf.com/#catalog-sng-040-digital-release","FORGET ME","Alik Tarraf","199734201866","2025-09-01","Published","1","TARRAF PRODUCTIONS","","[""https://music.apple.com/ua/album/forget-me/1837448433?i=1837448434""]"
"https://aliktarraf.com/#catalog-trk-0086","НОЧЬ ОЖИВАЕТ","[""Night Alive (Ночь Оживает)""]","Alik Tarraf","[""https://aliktarraf.com/#alik-tarraf""]","QZZ7Q2504670","PT3M19.76S","199760","https://aliktarraf.com/#catalog-sng-041-digital-release","НОЧЬ ОЖИВАЕТ","Alik Tarraf","199734180055","2025-09-01","Published","1","TARRAF PRODUCTIONS","","[""https://music.apple.com/ua/album/night-alive-%D0%BD%D0%BE%D1%87%D1%8C-%D0%BE%D0%B6%D0%B8%D0%B2%D0%B0%D0%B5%D1%82/1837338045?i=1837338046""]"
"https://aliktarraf.com/#catalog-trk-0087","Воздушный Шар","[]","Alik Tarraf","[""https://aliktarraf.com/#alik-tarraf""]","QZZ7Q2550781","PT6M52.64S","412640","https://aliktarraf.com/#catalog-sng-042-digital-release","Воздушный Шар","Alik Tarraf","199735951869","2025-09-02","Published","1","TARRAF PRODUCTIONS","","[""https://music.apple.com/ua/album/%D0%B2%D0%BE%D0%B7%D0%B4%D1%83%D1%88%D0%BD%D1%8B%D0%B9-%D1%88%D0%B0%D1%80/1837705490?i=1837705494""]"
